sku,name,description,category,price,stock,rating,image_url
SKU-04072,EliteStudio Travel-Size Cleanser,"Travel-Size cleanser from EliteStudio. Premium quality, designed for everyday use.",Beauty,116.47,216,3.3,https://picsum.photos/seed/SKU-04072/400/400
SKU-01948,VortexOriginals Lightweight T-Shirt,"Lightweight t-shirt from VortexOriginals. Premium quality, designed for everyday use.",Clothing,82.71,319,3.0,https://picsum.photos/seed/SKU-01948/400/400
SKU-06405,OnyxStudio All-Natural Chew Toy,"All-Natural chew toy from OnyxStudio. Premium quality, designed for everyday use.",Pet Supplies,112.62,104,3.2,https://picsum.photos/seed/SKU-06405/400/400
SKU-07941,ApexGoods Daily Electrolyte Drink,"Daily electrolyte drink from ApexGoods. Premium quality, designed for everyday use.",Health,20.29,112,3.1,https://picsum.photos/seed/SKU-07941/400/400
SKU-00817,VortexLab Collector's Novel,"Collector's novel from VortexLab. Premium quality, designed for everyday use.",Books,12.24,23,4.5,https://picsum.photos/seed/SKU-00817/400/400
SKU-06454,AeroBrand Interactive Chew Toy,"Interactive chew toy from AeroBrand. Premium quality, designed for everyday use.",Pet Supplies,281.28,95,4.2,https://picsum.photos/seed/SKU-06454/400/400
SKU-07069,VortexOriginals Synthetic Tire Inflator,"Synthetic tire inflator from VortexOriginals. Premium quality, designed for everyday use.",Automotive,316.94,92,3.8,https://picsum.photos/seed/SKU-07069/400/400
SKU-00769,RidgeCo Modern Anthology,"Modern anthology from RidgeCo. Premium quality, designed for everyday use.",Books,50.30,146,4.1,https://picsum.photos/seed/SKU-00769/400/400
SKU-02909,PulseEdition Anti-Slip Kayak Paddle,"Anti-Slip kayak paddle from PulseEdition. Premium quality, designed for everyday use.",Sports & Outdoors,1069.95,183,3.6,https://picsum.photos/seed/SKU-02909/400/400
SKU-04117,ZenithBrand Refreshing Moisturizer,"Refreshing moisturizer from ZenithBrand. Premium quality, designed for everyday use.",Beauty,37.18,265,4.8,https://picsum.photos/seed/SKU-04117/400/400
SKU-01314,PulseOriginals Pocket Handbook,"Pocket handbook from PulseOriginals. Premium quality, designed for everyday use.",Books,16.16,376,4.4,https://picsum.photos/seed/SKU-01314/400/400
SKU-07366,EliteGoods High-Potency Probiotic,"High-Potency probiotic from EliteGoods. Premium quality, designed for everyday use.",Health,59.60,282,3.9,https://picsum.photos/seed/SKU-07366/400/400
SKU-08835,ZenithWorks Heirloom Planter Pot,"Heirloom planter pot from ZenithWorks. Premium quality, designed for everyday use.",Garden,220.28,139,4.7,https://picsum.photos/seed/SKU-08835/400/400
SKU-01147,LoomSupply Modern Cookbook,"Modern cookbook from LoomSupply. Premium quality, designed for everyday use.",Books,27.72,247,4.3,https://picsum.photos/seed/SKU-01147/400/400
SKU-02678,ZenithTech Folding Sleeping Bag,"Folding sleeping bag from ZenithTech. Premium quality, designed for everyday use.",Sports & Outdoors,454.99,47,3.3,https://picsum.photos/seed/SKU-02678/400/400
SKU-07467,LoomStudio Plant-Based Electrolyte Drink,"Plant-Based electrolyte drink from LoomStudio. Premium quality, designed for everyday use.",Health,51.94,305,3.9,https://picsum.photos/seed/SKU-07467/400/400
SKU-09680,OnyxOriginals Compact Audio Interface,"Compact audio interface from OnyxOriginals. Premium quality, designed for everyday use.",Music,619.15,72,3.4,https://picsum.photos/seed/SKU-09680/400/400
SKU-04106,ForgeGoods Daily-Use Lip Balm,"Daily-Use lip balm from ForgeGoods. Premium quality, designed for everyday use.",Beauty,35.95,184,4.4,https://picsum.photos/seed/SKU-04106/400/400
SKU-06002,RidgeBrand Quick-Dry Calculator,"Quick-Dry calculator from RidgeBrand. Premium quality, designed for everyday use.",Office Supplies,22.75,444,4.6,https://picsum.photos/seed/SKU-06002/400/400
SKU-06058,CrestGoods Adjustable Cat Tree,"Adjustable cat tree from CrestGoods. Premium quality, designed for everyday use.",Pet Supplies,77.01,108,4.8,https://picsum.photos/seed/SKU-06058/400/400
SKU-02063,LoomCo Modular Kettle,"Modular kettle from LoomCo. Premium quality, designed for everyday use.",Home & Kitchen,564.84,216,4.6,https://picsum.photos/seed/SKU-02063/400/400
SKU-04873,LuminCo Roasted Granola,"Roasted granola from LuminCo. Premium quality, designed for everyday use.",Grocery,12.78,462,4.9,https://picsum.photos/seed/SKU-04873/400/400
SKU-05934,QuillCo Quick-Dry Sticky Notes,"Quick-Dry sticky notes from QuillCo. Premium quality, designed for everyday use.",Office Supplies,199.06,244,3.3,https://picsum.photos/seed/SKU-05934/400/400
SKU-01471,AeroWorks Vintage Jacket,"Vintage jacket from AeroWorks. Premium quality, designed for everyday use.",Clothing,106.31,160,5.0,https://picsum.photos/seed/SKU-01471/400/400
SKU-03541,ApexCo Cooperative Science Kit,"Cooperative science kit from ApexCo. Premium quality, designed for everyday use.",Toys & Games,34.08,253,4.8,https://picsum.photos/seed/SKU-03541/400/400
SKU-07385,ForgeOriginals Daily Bandages,"Daily bandages from ForgeOriginals. Premium quality, designed for everyday use.",Health,16.25,202,3.5,https://picsum.photos/seed/SKU-07385/400/400
SKU-05141,ZenithWorks Cold-Pressed Tea,"Cold-Pressed tea from ZenithWorks. Premium quality, designed for everyday use.",Grocery,32.24,498,3.1,https://picsum.photos/seed/SKU-05141/400/400
SKU-04178,CrestCo Dermatologist-Tested Lotion,"Dermatologist-Tested lotion from CrestCo. Premium quality, designed for everyday use.",Beauty,58.35,268,3.4,https://picsum.photos/seed/SKU-04178/400/400
SKU-06155,LoomStudio Grain-Free Leash,"Grain-Free leash from LoomStudio. Premium quality, designed for everyday use.",Pet Supplies,175.10,89,4.8,https://picsum.photos/seed/SKU-06155/400/400
SKU-02599,RidgeEdition Ceramic Air Fryer,"Ceramic air fryer from RidgeEdition. Premium quality, designed for everyday use.",Home & Kitchen,409.81,119,4.3,https://picsum.photos/seed/SKU-02599/400/400
SKU-04644,ApexSupply Anti-Aging Cleanser,"Anti-Aging cleanser from ApexSupply. Premium quality, designed for everyday use.",Beauty,139.93,25,3.1,https://picsum.photos/seed/SKU-04644/400/400
SKU-04977,ApexCo Gluten-Free Hot Sauce,"Gluten-Free hot sauce from ApexCo. Premium quality, designed for everyday use.",Grocery,7.25,33,3.9,https://picsum.photos/seed/SKU-04977/400/400
SKU-01812,AeroOriginals Stretch Hoodie,"Stretch hoodie from AeroOriginals. Premium quality, designed for everyday use.",Clothing,200.23,119,4.7,https://picsum.photos/seed/SKU-01812/400/400
SKU-05311,NovaGoods Sun-Dried Honey,"Sun-Dried honey from NovaGoods. Premium quality, designed for everyday use.",Grocery,42.82,504,3.0,https://picsum.photos/seed/SKU-05311/400/400
SKU-07139,OnyxBrand Premium Floor Mats,"Premium floor mats from OnyxBrand. Premium quality, designed for everyday use.",Automotive,480.02,70,4.0,https://picsum.photos/seed/SKU-07139/400/400
SKU-07857,OnyxEdition Natural Electrolyte Drink,"Natural electrolyte drink from OnyxEdition. Premium quality, designed for everyday use.",Health,32.60,167,3.8,https://picsum.photos/seed/SKU-07857/400/400
SKU-08486,LuminLab Precision Drill,"Precision drill from LuminLab. Premium quality, designed for everyday use.",Tools & Hardware,365.19,143,4.1,https://picsum.photos/seed/SKU-08486/400/400
SKU-09975,PulseEdition Mahogany Audio Interface,"Mahogany audio interface from PulseEdition. Premium quality, designed for everyday use.",Music,1949.57,56,3.5,https://picsum.photos/seed/SKU-09975/400/400
SKU-07092,RidgeTech Premium Dash Cam,"Premium dash cam from RidgeTech. Premium quality, designed for everyday use.",Automotive,219.31,26,3.3,https://picsum.photos/seed/SKU-07092/400/400
SKU-03384,OnyxEdition Mini Card Game,"Mini card game from OnyxEdition. Premium quality, designed for everyday use.",Toys & Games,9.52,217,3.8,https://picsum.photos/seed/SKU-03384/400/400
SKU-02920,ApexBrand Pro-Grade Dumbbell Set,"Pro-Grade dumbbell set from ApexBrand. Premium quality, designed for everyday use.",Sports & Outdoors,1226.29,75,4.4,https://picsum.photos/seed/SKU-02920/400/400
SKU-05637,ForgeGoods Wireless Sticky Notes,"Wireless sticky notes from ForgeGoods. Premium quality, designed for everyday use.",Office Supplies,92.60,287,3.4,https://picsum.photos/seed/SKU-05637/400/400
SKU-00521,ForgeGoods Smart Router,"Smart router from ForgeGoods. Premium quality, designed for everyday use.",Electronics,1094.30,39,3.2,https://picsum.photos/seed/SKU-00521/400/400
SKU-07217,VortexOriginals Heavy-Duty Wiper Blades,"Heavy-Duty wiper blades from VortexOriginals. Premium quality, designed for everyday use.",Automotive,237.95,175,3.8,https://picsum.photos/seed/SKU-07217/400/400
SKU-06482,ForgeSupply Grain-Free Pet Bed,"Grain-Free pet bed from ForgeSupply. Premium quality, designed for everyday use.",Pet Supplies,54.87,225,3.7,https://picsum.photos/seed/SKU-06482/400/400
SKU-00370,CrestGoods 4K Hub,"4K hub from CrestGoods. Premium quality, designed for everyday use.",Electronics,670.35,197,3.9,https://picsum.photos/seed/SKU-00370/400/400
SKU-02631,CrestLab Hand-Crafted Cutting Board,"Hand-Crafted cutting board from CrestLab. Premium quality, designed for everyday use.",Home & Kitchen,510.67,53,4.1,https://picsum.photos/seed/SKU-02631/400/400
SKU-01024,ApexWorks Pocket Handbook,"Pocket handbook from ApexWorks. Premium quality, designed for everyday use.",Books,22.58,459,4.4,https://picsum.photos/seed/SKU-01024/400/400
SKU-06840,PulseBrand Heavy-Duty Phone Mount,"Heavy-Duty phone mount from PulseBrand. Premium quality, designed for everyday use.",Automotive,214.32,175,4.9,https://picsum.photos/seed/SKU-06840/400/400
SKU-03525,NovaLab Mini Drone Kit,"Mini drone kit from NovaLab. Premium quality, designed for everyday use.",Toys & Games,168.00,263,4.2,https://picsum.photos/seed/SKU-03525/400/400
SKU-01302,PulseCo Essential Novel,"Essential novel from PulseCo. Premium quality, designed for everyday use.",Books,32.49,347,4.7,https://picsum.photos/seed/SKU-01302/400/400
SKU-00248,AeroGoods Compact Webcam,"Compact webcam from AeroGoods. Premium quality, designed for everyday use.",Electronics,532.79,209,4.5,https://picsum.photos/seed/SKU-00248/400/400
SKU-07333,OnyxWorks High-Performance Phone Mount,"High-Performance phone mount from OnyxWorks. Premium quality, designed for everyday use.",Automotive,349.52,167,4.4,https://picsum.photos/seed/SKU-07333/400/400
SKU-05734,ZenithCo Heavy-Duty Paper Shredder,"Heavy-Duty paper shredder from ZenithCo. Premium quality, designed for everyday use.",Office Supplies,29.27,92,4.1,https://picsum.photos/seed/SKU-05734/400/400
SKU-04493,VortexWorks Sulfate-Free Lip Balm,"Sulfate-Free lip balm from VortexWorks. Premium quality, designed for everyday use.",Beauty,37.85,138,3.1,https://picsum.photos/seed/SKU-04493/400/400
SKU-06919,LoomTech Compact Dash Cam,"Compact dash cam from LoomTech. Premium quality, designed for everyday use.",Automotive,199.15,200,3.6,https://picsum.photos/seed/SKU-06919/400/400
SKU-03735,VergeTech Mini Doll House,"Mini doll house from VergeTech. Premium quality, designed for everyday use.",Toys & Games,5.96,113,3.4,https://picsum.photos/seed/SKU-03735/400/400
SKU-04361,LuminEdition Fragrance-Free Shampoo,"Fragrance-Free shampoo from LuminEdition. Premium quality, designed for everyday use.",Beauty,136.31,289,4.8,https://picsum.photos/seed/SKU-04361/400/400
SKU-04742,AeroLab Stone-Ground Hot Sauce,"Stone-Ground hot sauce from AeroLab. Premium quality, designed for everyday use.",Grocery,49.87,20,4.1,https://picsum.photos/seed/SKU-04742/400/400
SKU-03847,ApexLab Educational Puzzle,"Educational puzzle from ApexLab. Premium quality, designed for everyday use.",Toys & Games,27.20,116,3.5,https://picsum.photos/seed/SKU-03847/400/400
SKU-02648,ZenithBrand Non-Stick Mixer,"Non-Stick mixer from ZenithBrand. Premium quality, designed for everyday use.",Home & Kitchen,370.93,134,3.8,https://picsum.photos/seed/SKU-02648/400/400
SKU-06543,VergeCo Portable Aquarium Filter,"Portable aquarium filter from VergeCo. Premium quality, designed for everyday use.",Pet Supplies,200.16,229,3.6,https://picsum.photos/seed/SKU-06543/400/400
SKU-04856,RidgeSupply Cold-Pressed Almonds,"Cold-Pressed almonds from RidgeSupply. Premium quality, designed for everyday use.",Grocery,8.58,91,5.0,https://picsum.photos/seed/SKU-04856/400/400
SKU-04108,ForgeEdition Fragrance-Free Conditioner,"Fragrance-Free conditioner from ForgeEdition. Premium quality, designed for everyday use.",Beauty,32.95,166,4.1,https://picsum.photos/seed/SKU-04108/400/400
SKU-07395,NovaLab Extra-Strength Fish Oil,"Extra-Strength fish oil from NovaLab. Premium quality, designed for everyday use.",Health,38.47,97,4.2,https://picsum.photos/seed/SKU-07395/400/400
SKU-03609,PulseWorks Cooperative RC Car,"Cooperative rc car from PulseWorks. Premium quality, designed for everyday use.",Toys & Games,149.75,351,4.9,https://picsum.photos/seed/SKU-03609/400/400
SKU-07528,HyperCo Extra-Strength Vitamin D,"Extra-Strength vitamin d from HyperCo. Premium quality, designed for everyday use.",Health,73.16,208,5.0,https://picsum.photos/seed/SKU-07528/400/400
SKU-06448,RidgeBrand All-Natural Dog Food,"All-Natural dog food from RidgeBrand. Premium quality, designed for everyday use.",Pet Supplies,276.90,49,4.0,https://picsum.photos/seed/SKU-06448/400/400
SKU-08414,HaloSupply Insulated Toolbox,"Insulated toolbox from HaloSupply. Premium quality, designed for everyday use.",Tools & Hardware,46.86,120,3.2,https://picsum.photos/seed/SKU-08414/400/400
SKU-07893,CrestCo Plant-Based Pain Reliever,"Plant-Based pain reliever from CrestCo. Premium quality, designed for everyday use.",Health,54.32,355,4.6,https://picsum.photos/seed/SKU-07893/400/400
SKU-09095,HaloWorks Heirloom Lawn Mower,"Heirloom lawn mower from HaloWorks. Premium quality, designed for everyday use.",Garden,529.31,27,4.8,https://picsum.photos/seed/SKU-09095/400/400
SKU-01840,VergeStudio Stretch Belt,"Stretch belt from VergeStudio. Premium quality, designed for everyday use.",Clothing,50.34,138,5.0,https://picsum.photos/seed/SKU-01840/400/400
SKU-09331,RidgeOriginals Self-Watering Garden Trowel,"Self-Watering garden trowel from RidgeOriginals. Premium quality, designed for everyday use.",Garden,197.49,27,3.6,https://picsum.photos/seed/SKU-09331/400/400
SKU-07361,PulseOriginals Liquid Electrolyte Drink,"Liquid electrolyte drink from PulseOriginals. Premium quality, designed for everyday use.",Health,53.97,33,3.6,https://picsum.photos/seed/SKU-07361/400/400
SKU-01733,CrestBrand Vintage T-Shirt,"Vintage t-shirt from CrestBrand. Premium quality, designed for everyday use.",Clothing,165.98,252,4.9,https://picsum.photos/seed/SKU-01733/400/400
SKU-06699,HaloCo OEM-Spec Wiper Blades,"OEM-Spec wiper blades from HaloCo. Premium quality, designed for everyday use.",Automotive,97.94,65,3.1,https://picsum.photos/seed/SKU-06699/400/400
SKU-09267,QuillStudio Composite Pruning Shears,"Composite pruning shears from QuillStudio. Premium quality, designed for everyday use.",Garden,479.87,162,3.2,https://picsum.photos/seed/SKU-09267/400/400
SKU-02394,ZenithWorks Hand-Crafted Knife Set,"Hand-Crafted knife set from ZenithWorks. Premium quality, designed for everyday use.",Home & Kitchen,556.52,186,4.1,https://picsum.photos/seed/SKU-02394/400/400
SKU-02283,ApexBrand Cordless Kettle,"Cordless kettle from ApexBrand. Premium quality, designed for everyday use.",Home & Kitchen,586.48,135,3.6,https://picsum.photos/seed/SKU-02283/400/400
SKU-03838,VortexStudio Classic Doll House,"Classic doll house from VortexStudio. Premium quality, designed for everyday use.",Toys & Games,185.28,379,3.1,https://picsum.photos/seed/SKU-03838/400/400
SKU-06785,VergeGoods Long-Lasting Tool Kit,"Long-Lasting tool kit from VergeGoods. Premium quality, designed for everyday use.",Automotive,103.66,29,4.5,https://picsum.photos/seed/SKU-06785/400/400
SKU-00113,OnyxOriginals Bluetooth Mouse,"Bluetooth mouse from OnyxOriginals. Premium quality, designed for everyday use.",Electronics,721.41,120,4.6,https://picsum.photos/seed/SKU-00113/400/400
SKU-03080,CrestOriginals Adjustable Kayak Paddle,"Adjustable kayak paddle from CrestOriginals. Premium quality, designed for everyday use.",Sports & Outdoors,371.26,185,4.9,https://picsum.photos/seed/SKU-03080/400/400
SKU-03300,HaloTech Folding Backpack,"Folding backpack from HaloTech. Premium quality, designed for everyday use.",Sports & Outdoors,1299.67,152,3.8,https://picsum.photos/seed/SKU-03300/400/400
SKU-04014,AeroGoods Hydrating Serum,"Hydrating serum from AeroGoods. Premium quality, designed for everyday use.",Beauty,46.60,71,4.0,https://picsum.photos/seed/SKU-04014/400/400
